start_time,date,tokens_transferred_mean,tokens_transferred_median,tokens_transferred_total
1286409600000,2010-10-07,707.60605556,195.32,127369.09
1286496000000,2010-10-08,732.79727273,163.57,153154.63
1286582400000,2010-10-09,764.04901235,137.57,185663.91
1286668800000,2010-10-10,640.26016216,101.57,118448.13
1286755200000,2010-10-11,299.77437159,67.57,54858.71000109
1286841600000,2010-10-12,396.31446701,43.57,78073.95
1286928000000,2010-10-13,607.72228723,50,114251.79
1287014400000,2010-10-14,1098.20709877,900,177909.55
1287100800000,2010-10-15,969.97675497,607.64,146466.49
1287187200000,2010-10-16,1083.01032787,1179.5,198190.89000109
1287273600000,2010-10-17,580.16973262,250,108491.74
1287360000000,2010-10-18,659.23081818,150,217546.17
1287446400000,2010-10-19,397.65494012,40,265633.5
1287532800000,2010-10-20,444.68100223,50,199661.77
1287619200000,2010-10-21,509.02728898,50,186303.98776615
1287705600000,2010-10-22,288.90207589,10.635,129428.13
1287792000000,2010-10-23,126.15593567,20.3,43145.33
1287878400000,2010-10-24,302.00112392,12.5,104794.39
1287964800000,2010-10-25,724.61183575,758,149994.65
1288051200000,2010-10-26,654.6668231,684,181342.71
1288137600000,2010-10-27,568.62019718,600,201860.17
1288224000000,2010-10-28,702.70988764,530.5,187623.54
1288310400000,2010-10-29,352.76758197,50,86075.29
1288396800000,2010-10-30,336.1554023,97.27,58491.04
1288483200000,2010-10-31,507.07914062,61.525,64906.13
1288569600000,2010-11-01,242.85775862,5,42257.25
1288656000000,2010-11-02,568.419,274.12,62526.09
1288742400000,2010-11-03,362.92980892,50,56979.98
1288828800000,2010-11-04,1112.04100062,150,156797.78108788
1288915200000,2010-11-05,188.38488789,22.6,42009.83
1289001600000,2010-11-06,718.95090909,50,126535.36
1289088000000,2010-11-07,427.39871429,50,89753.73
1289174400000,2010-11-08,2081.01091667,108.89,499442.62
1289260800000,2010-11-09,269.6209375,50,51767.22
1289347200000,2010-11-10,301.78123711,100,58545.56
1289433600000,2010-11-11,236.46880682,83.505,41618.51
1289520000000,2010-11-12,287.94700855,111.75,33689.8
1289606400000,2010-11-13,317.54966667,50,38105.96
1289692800000,2010-11-14,221.343,26,35414.88
1289779200000,2010-11-15,56.08814173,26.31,261987.71
1289865600000,2010-11-16,42.43727661,50,378031.26
1289952000000,2010-11-17,330.22617021,82.5,62082.52
1290038400000,2010-11-18,48.09899845,0.06,59498.46108788
1290124800000,2010-11-19,5.7370618,0.01,54398.82
1290211200000,2010-11-20,16.54708892,0.01,159100.26
1290297600000,2010-11-21,12.72576737,0.01,126036
1290384000000,2010-11-22,174.46305556,53.23,31403.35
1290470400000,2010-11-23,212.10014925,51.7,42632.13
1290556800000,2010-11-24,10.27110402,0.01,38609.08
1290643200000,2010-11-25,10.53773219,0.3,50602.19
1290729600000,2010-11-26,79.55910714,5,89106.2
1290816000000,2010-11-27,91.62211321,8.56,24279.86
1290902400000,2010-11-28,86.11205674,15.065,24283.6
1290988800000,2010-11-29,141.59134694,13.13,34689.88
1291075200000,2010-11-30,237.10674603,10,59750.9
1291161600000,2010-12-01,169.89092593,18.075,55044.66
1291248000000,2010-12-02,225.20018382,15.475,61254.45
1291334400000,2010-12-03,141.44994872,11.3,27582.74
1291420800000,2010-12-04,345.00937553,8.75,65206.7719751
1291507200000,2010-12-05,109.88097436,6.6,21426.79
1291593600000,2010-12-06,428.70556309,3.275,96030.04613297
1291680000000,2010-12-07,260.0338154,9.475,86851.29434402
1291766400000,2010-12-08,104.02566767,4.75,29647.31528566
1291852800000,2010-12-09,161.5687729,30,42492.58727261
1291939200000,2010-12-10,117.88632743,25.815,26642.31
1292025600000,2010-12-11,212.72545874,21.89,79772.04702586
1292112000000,2010-12-12,101.25228061,11.765,47791.07644603
1292198400000,2010-12-13,353.85853411,50,178698.5597245
1292284800000,2010-12-14,241.32021063,160,116316.34152496
1292371200000,2010-12-15,253.31505574,250,112978.51485908
1292457600000,2010-12-16,236.70531723,174.96,84740.50356946
1292544000000,2010-12-17,213.13817969,50,63088.90118798
1292630400000,2010-12-18,246.09649924,100,83180.61674275
1292716800000,2010-12-19,267.08715786,13.81,98020.98693557
1292803200000,2010-12-20,107.54171669,20.83,83129.74700382
1292889600000,2010-12-21,234.11251058,50,101604.82959024
1292976000000,2010-12-22,164.78746916,43.24,82723.30951748
1293062400000,2010-12-23,168.20762032,50,62909.65
1293148800000,2010-12-24,157.71881849,47,60406.30748065
1293235200000,2010-12-25,241.62469406,256.61,112597.10743052
1293321600000,2010-12-26,159.54427291,154.86,70039.93580871
1293408000000,2010-12-27,254.21993045,50,91519.17496207
1293494400000,2010-12-28,115.08291455,31.255,56620.79395765
1293580800000,2010-12-29,318.53040972,50,110848.58258158
1293667200000,2010-12-30,152.35993487,50,64600.61238552
1293753600000,2010-12-31,151.18695509,42.66,59416.47335061
1293840000000,2011-01-01,115.57767605,47.35,55246.12915258
1293926400000,2011-01-02,118.18269712,49.815,46563.98266554
1294012800000,2011-01-03,69.55198003,0.17,67604.52459217
1294099200000,2011-01-04,47.95873131,0.665,40189.41683802
1294185600000,2011-01-05,42.75641812,0.395,49426.41934291
1294272000000,2011-01-06,57.83799687,4.8,31984.41227034
1294358400000,2011-01-07,66.06102441,14.035,56548.23689414
1294444800000,2011-01-08,46.58530016,3,58976.99
1294531200000,2011-01-09,36.11622141,4.76,38283.19469134
1294617600000,2011-01-10,71.4345031,1.15,82149.67856028
1294704000000,2011-01-11,87.65783838,5.705,104312.82767408
1294790400000,2011-01-12,59.47612263,1.06,59178.74201638
1294876800000,2011-01-13,111.29047645,7.6,119971.13360914
1294963200000,2011-01-14,78.87601899,1.65,85264.97653261
1295049600000,2011-01-15,70.87130729,42.02,57051.40236939
1295136000000,2011-01-16,85.64084068,28.59,64830.11639674
1295222400000,2011-01-17,89.91885163,43.49,58357.33470584
1295308800000,2011-01-18,154.92279309,13.32,104882.73092255
1295395200000,2011-01-19,79.95356111,27.035,59805.26370812
1295481600000,2011-01-20,70.66781414,16.975,52152.84683642
1295568000000,2011-01-21,61.46853323,8.005,60976.78496434
1295654400000,2011-01-22,55.43088808,2.35,69676.62632167
1295740800000,2011-01-23,87.94667499,31.93,80119.42091382
1295827200000,2011-01-24,60.81588672,10.05,68782.76787557
1295913600000,2011-01-25,74.50814879,35.7,54614.47306542
1296000000000,2011-01-26,79.6118303,37.28,65679.76
1296086400000,2011-01-27,1520.1289854,36.05,1035207.83905919
1296172800000,2011-01-28,49.88110509,20.31,46040.26
1296259200000,2011-01-29,57.01261548,16.345,67616.96195608
1296345600000,2011-01-30,160.26082048,234.275,390395.35868042
1296432000000,2011-01-31,154.74863436,49.67,189257.57982325
1296518400000,2011-02-01,142.76365357,46.53,121206.34188265
1296604800000,2011-02-02,154.22941876,42.215,113821.31104348
1296691200000,2011-02-03,104.50568841,40.22,65734.07801299
1296777600000,2011-02-04,69.93446669,43.625,53150.1946864
1296864000000,2011-02-05,106.61646563,45.2,69620.55205963
1296950400000,2011-02-06,106.31489279,45.11,77822.50152464
1297036800000,2011-02-07,224.62728052,45.53,154768.19627589
1297123200000,2011-02-08,98.34658496,44.41,66678.98459986
1297209600000,2011-02-09,123.85232351,44.19,128187.15482888
1297296000000,2011-02-10,117.58377293,48.67,217294.8123717
1297382400000,2011-02-11,116.14143368,79.78,251910.76965499
1297468800000,2011-02-12,76.75431594,49.44,131710.40615912
1297555200000,2011-02-13,64.17645208,40.92,104222.55817975
1297641600000,2011-02-14,71.9206306,25.655,130176.34137725
1297728000000,2011-02-15,45.92414405,20.88,91802.36395607
1297814400000,2011-02-16,33.06861149,16.36,61441.48014566
1297900800000,2011-02-17,46.37684751,21.55,93634.85511344
1297987200000,2011-02-18,64.22669397,16.63,118434.02368959
1298073600000,2011-02-19,124.78620956,45.125,177445.99
1298160000000,2011-02-20,123.95407812,46.19,215804.05
1298246400000,2011-02-21,129.10488739,47.525,229290.28
1298332800000,2011-02-22,175.01225464,47.18,347399.32546822
1298419200000,2011-02-23,177.99505834,43.11,359550.01785377
1298505600000,2011-02-24,115.22583475,41.375,219159.53769472
1298592000000,2011-02-25,95.7205336,45,175647.179152
1298678400000,2011-02-26,98.44085949,50,164986.88050574
1298764800000,2011-02-27,93.69606348,22.37,189734.52855151
1298851200000,2011-02-28,79.54363558,20.06,124883.50785377
1298937600000,2011-03-01,397.57731526,13.9,1033303.44235377
1299024000000,2011-03-02,1323.14767006,9.46,2435914.86058385
1299110400000,2011-03-03,75.77984049,14.66375,228703.55858828
1299196800000,2011-03-04,171.77597755,13.14,302497.49646452
1299283200000,2011-03-05,72.39229081,39.17,128206.74702166
1299369600000,2011-03-06,104.15439687,41.37,182999.27530034
1299456000000,2011-03-07,120.81567739,26.4,207198.88672242
1299542400000,2011-03-08,82.63753193,22.08,186182.359448
1299628800000,2011-03-09,146.08948795,42.82,244553.80282993
1299715200000,2011-03-10,218.31554247,16.65,338607.40637837
1299801600000,2011-03-11,141.19316438,16.595,247652.81032048
1299888000000,2011-03-12,55.57609256,0.62,156502.27664851
1299974400000,2011-03-13,79.09191463,0.8,205164.42655063
1300060800000,2011-03-14,82.0427358,0.01,207650.16431473
1300147200000,2011-03-15,44.31819717,1.875,121520.49663036
1300233600000,2011-03-16,50.45937703,0.01,153749.72181285
1300320000000,2011-03-17,49.75959602,0.07,160524.45677175
1300406400000,2011-03-18,75.83920224,7.48,170714.04423442
1300492800000,2011-03-19,38.76641763,0.62,119167.96779295
1300579200000,2011-03-20,35.27166784,9.53,138935.09960804
1300665600000,2011-03-21,26.54035346,0.01,151465.79717935
1300752000000,2011-03-22,96.60254805,39.92,204700.79931854
1300838400000,2011-03-23,57.68315966,22.87,254555.7835627
1300924800000,2011-03-24,125.14521268,21.09,251792.16790692
1301011200000,2011-03-25,156.18674182,35.55,285196.9905667
1301097600000,2011-03-26,99.85396287,16.76,319233.11930936
1301184000000,2011-03-27,62.57181563,9.94,145166.61225412
1301270400000,2011-03-28,49.04241855,17.62,135504.20246612
1301356800000,2011-03-29,43.09231751,8.2,110100.8712295
1301443200000,2011-03-30,76.36282839,17.395,122180.52542227
1301529600000,2011-03-31,72.44309556,21.31,137207.22298476
1301616000000,2011-04-01,55.99466021,21.08,78560.50827105
1301702400000,2011-04-02,59.68308714,17.21,95015.47472046
1301788800000,2011-04-03,49.94350806,20.11,81407.91813374
1301875200000,2011-04-04,67.56698961,36.28,143985.25486543
1301961600000,2011-04-05,62.29549869,25.92,119918.83498476
1302048000000,2011-04-06,50.12715519,16.67,86018.19829749
1302134400000,2011-04-07,72.302389,17.105,110622.65516611
1302220800000,2011-04-08,79.92613745,20,127961.74605446
1302307200000,2011-04-09,89.78889036,20,141597.0801
1302393600000,2011-04-10,54.11073118,12,85007.95868921
1302480000000,2011-04-11,48.85542278,15.99,86962.65255369
1302566400000,2011-04-12,72.27407866,21.21,138332.58655755
1302652800000,2011-04-13,81.75895447,15.41,177989.24387497
1302739200000,2011-04-14,53.59499455,10.45,145831.98018196
1302825600000,2011-04-15,53.7119922,22.27,101085.9693273
1302912000000,2011-04-16,173.51035902,27.61,343724.0212254
1302998400000,2011-04-17,626.04084823,12.66,1300286.84177388
1303084800000,2011-04-18,44.46797618,3.6,128379.04723494
1303171200000,2011-04-19,769.13662145,26.35,2648906.52425664
1303257600000,2011-04-20,1694.46456529,23.12,4786862.39695192
1303344000000,2011-04-21,244.1887736,18.385,431725.75172482
1303430400000,2011-04-22,82.1177742,15.43,157748.24424113
1303516800000,2011-04-23,77.67789346,17.905,166075.33621805
1303603200000,2011-04-24,48.14439711,10.05,101632.82229587
1303689600000,2011-04-25,40.80423376,17,97930.16103308
1303776000000,2011-04-26,54.67358524,25,178235.88789229
1303862400000,2011-04-27,56.30182585,19.62,247559.12825509
1303948800000,2011-04-28,51.81644176,12.18,148765.00428026
1304035200000,2011-04-29,232.94064504,20.37,776624.11055542
1304121600000,2011-04-30,94.36360786,12.01,404253.69605385
1304208000000,2011-05-01,43.0643727,10.26,162352.68506203
1304294400000,2011-05-02,41.24786628,15.66,119536.31647742
1304380800000,2011-05-03,68.61961211,20.99,187949.11756508
1304467200000,2011-05-04,107.50620956,27.72,279838.66349303
1304553600000,2011-05-05,48.96567287,19.91,158893.60845061
1304640000000,2011-05-06,91.41926209,18.845,280839.97314969
1304726400000,2011-05-07,60.44544461,15.01774529,222016.11804692
1304812800000,2011-05-08,197.80878554,10.04,529929.73646533
1304899200000,2011-05-09,46.58639551,13.97014046,152663.61808782
1304985600000,2011-05-10,191.25538047,17.83981064,567645.96924188
1305072000000,2011-05-11,60.79363251,18.36,176240.74064743
1305158400000,2011-05-12,65.1301214,10.96,207895.34750924
1305244800000,2011-05-13,117.39158209,10.75,452779.33213526
1305331200000,2011-05-14,428.4149541,11.31,1787347.18849775
1305417600000,2011-05-15,87.79128445,15.21,311659.05978212
1305504000000,2011-05-16,67.80850462,15,278150.48595863
1305590400000,2011-05-17,50.82989328,15.54,213841.36102929
1305676800000,2011-05-18,34.19606931,11.6,180999.79483871
1305763200000,2011-05-19,40.4207661,10.99,181570.08130395
1305849600000,2011-05-20,75.4953926,24.05,345391.42115213
1305936000000,2011-05-21,137.84861425,31.31791427,653953.82600531
1306022400000,2011-05-22,174.68467745,20.02,878663.92756519
1306108800000,2011-05-23,83.94303866,14.87,458245.04805839
1306195200000,2011-05-24,63.66763977,19.7028137,354374.08294082
1306281600000,2011-05-25,64.14808533,17.62,381745.25580575
1306368000000,2011-05-26,61.89553898,17.42,412905.14056465
1306454400000,2011-05-27,114.44469916,17.09,536287.86026192
1306540800000,2011-05-28,46.30678711,18,224958.37175829
1306627200000,2011-05-29,58.1635466,18.74,265981.89859323
1306713600000,2011-05-30,51.93807244,18.89540695,269195.02947569
1306800000000,2011-05-31,47.36834826,16.5905,280089.04324134
1306886400000,2011-06-01,42.75516219,18.02,271580.79020142
1306972800000,2011-06-02,50.93921783,15.5129264,353823.80706145
1307059200000,2011-06-03,74.29557789,17.85,612121.26623682
1307145600000,2011-06-04,55.45691003,18.298,476208.48639873
1307232000000,2011-06-05,66.02765647,21.38802422,553575.87184292
1307318400000,2011-06-06,87.3739904,18,827431.689117
1307404800000,2011-06-07,59.53401758,19.98497537,525804.44328039
1307491200000,2011-06-08,67.7232856,16.685,787621.81148425
1307577600000,2011-06-09,64.53358827,18.2847227,771434.51414196
1307664000000,2011-06-10,83.43749983,20,921650.62308241
1307750400000,2011-06-11,138.59595174,30.56,1475353.90628885
1307836800000,2011-06-12,149.7881537,22.3905,1828463.99222091
1307923200000,2011-06-13,115.03961951,23.54435,1267621.56743375
1308009600000,2011-06-14,110.45861879,27.16,1536589.8459403
1308096000000,2011-06-15,343.07140879,22.53827318,4228698.18480011
1308182400000,2011-06-16,697.24006648,27.9905,8761518.67537282
1308268800000,2011-06-17,141.05335089,19.79729032,1567102.72842995
1308355200000,2011-06-18,110.62554957,12.46,1257369.99642516
1308441600000,2011-06-19,405.61343688,20,4562745.55149766
1308528000000,2011-06-20,121.19335007,20.946001,1332036.11063141
1308614400000,2011-06-21,350.33390418,15.768,3311005.72837339
1308700800000,2011-06-22,117.42578697,19.2505,1322096.93551544
1308787200000,2011-06-23,159.44928399,16.00846041,1622874.81241216
1308873600000,2011-06-24,445.99786328,20.86193428,4774853.12424362
1308960000000,2011-06-25,1122.30255256,13.52442455,10717989.37693247
1309046400000,2011-06-26,411.15918563,13.86665,4044161.7498731
1309132800000,2011-06-27,161.41684598,10.37,1869529.9101761
1309219200000,2011-06-28,650.02798079,12.74477155,6863645.44918705
1309305600000,2011-06-29,282.46524136,15.83757231,2776633.32260485
1309392000000,2011-06-30,158.47726079,15.99543233,1496817.72811475
1309478400000,2011-07-01,106.34208265,9.196,1109147.9220133
1309564800000,2011-07-02,110.39796066,18.477,866513.59318909
1309651200000,2011-07-03,69.55355838,12.961,570269.62514332
1309737600000,2011-07-04,143.61440649,15.05000745,1354858.31084648
1309824000000,2011-07-05,46.18403177,15.77975096,407620.26436093
1309910400000,2011-07-06,54.89719308,11.92954985,568844.7147056
1309996800000,2011-07-07,51.46260989,12.57916935,465685.15692044
1310083200000,2011-07-08,36.44207781,11.836,304765.09668348
1310169600000,2011-07-09,269.5095755,14,2075762.75052703
1310256000000,2011-07-10,293.80576025,13.5065,2425366.55088744
1310342400000,2011-07-11,97.10054145,10.20325,1006544.21271773
1310428800000,2011-07-12,133.32691282,12.14427632,1067415.26406105
1310515200000,2011-07-13,158.45018591,13.28064285,1426368.57354407
1310601600000,2011-07-14,224.47529483,13.18118846,1924202.22728012
1310688000000,2011-07-15,76.16838018,15.95,596855.42708235
1310774400000,2011-07-16,143.14065285,10.7355,1248043.35220156
1310860800000,2011-07-17,68.53114636,11.93,562572.18046497
1310947200000,2011-07-18,374.92013641,17.29322475,3301546.72122653
1311033600000,2011-07-19,302.3923121,14.8835,2734533.67831262
1311120000000,2011-07-20,62.33990042,14,543229.89223775
1311206400000,2011-07-21,166.36000974,13.85105,1332710.03803652
1311292800000,2011-07-22,175.5096343,15.077439,1551505.16716812
1311379200000,2011-07-23,83.095385,15.16994405,604020.35357266
1311465600000,2011-07-24,67.2512225,14.86753124,541574.09481128
1311552000000,2011-07-25,153.83622196,14.623,1433753.58869779
1311638400000,2011-07-26,143.97011074,15.15917944,1179691.08742661
1311724800000,2011-07-27,162.12924039,20.75250429,1268012.78905889
1311811200000,2011-07-28,425.98535295,24.67497832,3392547.35086568
1311897600000,2011-07-29,96.42605963,15.705,689542.75239225
1311984000000,2011-07-30,53.59307634,20,324613.2633707
1312070400000,2011-07-31,74.99722603,15.58304222,594278.01908705
1312156800000,2011-08-01,67.34970112,16.74677031,540818.09999078
1312243200000,2011-08-02,45.88856599,13.71210614,397532.64715369
1312329600000,2011-08-03,53.82476019,20.01571113,407991.68221148
1312416000000,2011-08-04,38.98226414,10.78516573,318796.95611085
1312502400000,2011-08-05,68.40776406,14.0795,493904.05652777
1312588800000,2011-08-06,56.52087341,14.475,379368.10229894
1312675200000,2011-08-07,55.35642606,16.93860539,364466.70919158
1312761600000,2011-08-08,145.5373386,17.83735877,1037826.76153397
1312848000000,2011-08-09,273.41824709,14.2595,2480723.75588873
1312934400000,2011-08-10,139.37589583,13.92753837,1140512.95555958
1313020800000,2011-08-11,64.92996557,13.0805,484312.61316218
1313107200000,2011-08-12,48.13851788,13.5065,338606.3347912
1313193600000,2011-08-13,41.83764401,10.0114625,304075.99664211
1313280000000,2011-08-14,61.10934308,11.77571204,448481.4688533
1313366400000,2011-08-15,40.42741304,7.02482487,333526.157557
1313452800000,2011-08-16,38.02464362,6.65638938,360967.94190936
1313539200000,2011-08-17,42.58593725,10.57076829,323056.91995031
1313625600000,2011-08-18,55.05194376,12.75013984,400282.68306731
1313712000000,2011-08-19,74.31692771,10.88,556113.57005547
1313798400000,2011-08-20,31.9110312,12.40387097,224621.74860307
1313884800000,2011-08-21,32.35623659,10.2623852,242898.26811619
1313971200000,2011-08-22,35.73645192,14.69064717,273240.91140248
1314057600000,2011-08-23,61.74128427,14.03168038,439721.42658622
1314144000000,2011-08-24,77.38041109,13.03863489,559692.51340674
1314230400000,2011-08-25,52.57874848,14,373624.58672408
1314316800000,2011-08-26,38.17111031,16.54710761,277656.65639578
1314403200000,2011-08-27,433.64245257,17.65850637,2705495.26159788
1314489600000,2011-08-28,33.51631558,15.48260908,183434.79514337
1314576000000,2011-08-29,29.81203976,10.01,237184.58831878
1314662400000,2011-08-30,30.93325982,13.0466962,236886.90370287
1314748800000,2011-08-31,37.0130474,18.09229219,264162.11932811
1314835200000,2011-09-01,46.48260271,17.6440329,328817.93159473
1314921600000,2011-09-02,36.87550093,16.72422703,253334.69142115
1315008000000,2011-09-03,38.81655218,18.71596347,224359.67159582
1315094400000,2011-09-04,244.0480647,11,1738598.41288884
1315180800000,2011-09-05,329.18008618,18.6069639,2265746.53317067
1315267200000,2011-09-06,409.95025925,24.96,3148008.04074748
1315353600000,2011-09-07,90.50494047,15.02170914,629371.35601424
1315440000000,2011-09-08,60.99568913,15.54916706,388420.54838177
