timestamp,symbol,type,quantity,price,value
2025-04-12 02:07:43.348460,BTC,buy,0.0,38.55,0.0
2025-04-12 02:07:43.350484,BTC,buy,0.0,37.8,0.0
2025-04-12 02:07:43.351601,BTC,buy,0.0,38.87,0.0
2025-04-12 02:07:43.352547,BTC,buy,0.0,36.87,0.0
2025-04-12 02:07:43.353479,BTC,buy,0.0,38.37,0.0
2025-04-12 02:07:43.354453,BTC,buy,0.0,38.37,0.0
2025-04-12 02:07:43.355496,BTC,buy,0.0,36.61,0.0
2025-04-12 02:07:43.356972,BTC,buy,0.0,35.33,0.0
2025-04-12 02:07:43.358420,BTC,buy,0.0,37.49,0.0
2025-04-12 02:07:43.359390,BTC,buy,0.0,39.58,0.0
2025-04-12 02:07:43.360323,BTC,buy,0.0,39.86,0.0
2025-04-12 02:07:43.361263,BTC,buy,0.0,39.09,0.0
2025-04-12 02:07:43.362154,BTC,buy,0.0,39.12,0.0
2025-04-12 02:07:43.363344,BTC,buy,0.0,37.82,0.0
2025-04-12 02:07:43.364340,BTC,buy,0.0,39.15,0.0
2025-04-12 02:07:43.365297,BTC,buy,0.0,38.9,0.0
2025-04-12 02:07:43.366241,BTC,buy,0.0,37.77,0.0
2025-04-12 02:07:43.367144,BTC,buy,0.0,38.24,0.0
2025-04-12 02:07:43.368083,BTC,buy,0.0,39.07,0.0
2025-04-12 02:07:43.368948,BTC,buy,0.0,40.73,0.0
2025-04-12 02:07:43.369831,BTC,buy,0.0,37.81,0.0
2025-04-12 02:07:43.370711,BTC,buy,0.0,37.52,0.0
2025-04-12 02:07:43.371663,BTC,buy,0.0,37.45,0.0
2025-04-12 02:07:43.373067,BTC,buy,0.0,36.8,0.0
2025-04-12 02:07:43.374502,BTC,buy,0.0,35.73,0.0
2025-04-12 02:07:43.375607,BTC,buy,0.0,36.81,0.0
2025-04-12 02:07:43.376583,BTC,buy,0.0,38.805,0.0
2025-04-12 02:07:43.378042,BTC,buy,0.0,38.0,0.0
2025-04-12 02:07:43.379117,BTC,buy,0.0,37.7,0.0
2025-04-12 02:07:43.380065,BTC,buy,0.0,34.555,0.0
2025-04-12 02:07:43.381234,BTC,buy,0.0,33.18,0.0
2025-04-12 02:07:43.382260,BTC,buy,0.0,34.88,0.0
2025-04-12 02:07:43.383230,BTC,buy,0.0,35.89,0.0
2025-04-12 02:07:43.384298,BTC,buy,0.0,34.23,0.0
2025-04-12 02:07:43.385443,BTC,buy,0.0,34.18,0.0
2025-04-12 02:07:43.386720,BTC,buy,0.0,32.73,0.0
2025-04-12 02:07:43.388023,BTC,buy,0.0,32.12,0.0
2025-04-12 02:07:43.389693,BTC,buy,0.0,33.85,0.0
2025-04-12 02:07:43.391497,BTC,sell,0.0,37.19,0.0
2025-04-12 02:07:43.393096,BTC,sell,0.0,39.13,0.0
2025-04-12 02:07:43.396917,BTC,sell,0.0,40.44,0.0
2025-04-12 02:07:43.398907,BTC,sell,0.0,42.78,0.0
